iter	Logloss
177	0.07941805943
178	0.07894446049
179	0.07851212618
180	0.07804379501
181	0.07764857063
182	0.07717416632
183	0.07673303373
184	0.07638383631
185	0.07605440668
186	0.07568158663
187	0.07533505278
188	0.07487704365
189	0.0744538337
190	0.07401345317
191	0.07363384908
192	0.07331130843
193	0.07287808031
194	0.07248934664
195	0.07206456772
196	0.07168821468
197	0.07134717274
198	0.0709234111
199	0.07068180153
200	0.07035798324
201	0.06993186762
202	0.06960013754
203	0.06929962597
204	0.06901854122
205	0.06870867065
206	0.06836333399
207	0.06812486947
208	0.06782612511
209	0.06748645493
210	0.06732880425
211	0.06700908175
212	0.06671581273
213	0.06633743576
214	0.06596843021
215	0.06559436371
216	0.06522988806
217	0.06490856699
218	0.06467632778
219	0.06437243182
220	0.06410890007
221	0.06389971109
222	0.0636801558
223	0.06335238284
224	0.06310927568
225	0.06282917796
226	0.06255679218
227	0.06232357804
228	0.06210773061
229	0.0618000963
230	0.0615865028
231	0.06129506871
232	0.06094894741
233	0.06072613355
234	0.06050862186
235	0.06010428275
236	0.05986683948
237	0.05959483117
238	0.05935934496
239	0.05912225366
240	0.05886062346
241	0.05866148206
242	0.05842838114
243	0.0582680029
244	0.05808957899
245	0.05784011185
246	0.0576089954
247	0.05741816405
248	0.05712235784
249	0.05687039627
250	0.05651840715
251	0.05635738185
252	0.0561562696
253	0.05590110224
254	0.05567602207
255	0.05544629137
256	0.05525665167
257	0.05505969233
258	0.05485177696
259	0.05468920742
260	0.05452176256
261	0.05433677873
262	0.05412823322
263	0.05393353756
264	0.05379163428
265	0.05363584764
266	0.05346545011
267	0.05329849364
268	0.05316227351
269	0.05293013452
270	0.05278707571
271	0.05260598992
272	0.05243787485
273	0.05228827691
274	0.05215852017
275	0.0519483946
276	0.05179120449
277	0.0516648999
278	0.05137955773
279	0.05120372312
280	0.05100213246
281	0.05085072841
282	0.0507213432
283	0.05053608781
284	0.05035749402
285	0.05014344522
286	0.04997012251
287	0.0498025898
288	0.04963111648
289	0.0494640483
290	0.04929079653
291	0.04912302047
292	0.04895765362
293	0.04871107293
294	0.04860460136
295	0.04845690311
296	0.04835140732
297	0.04825186071
298	0.04804623366
299	0.047894428
300	0.0477294315
301	0.04764115164
302	0.04750879
303	0.04736938511
304	0.04725294899
305	0.04711996883
306	0.04696490954
307	0.04677841093
308	0.04665643065
309	0.04653075437
310	0.04639773056
311	0.04625070801
312	0.04608395624
313	0.04591531162
314	0.04575474791
315	0.04559471397
316	0.04550626607
317	0.04527408688
318	0.04514547459
319	0.04498772545
320	0.04487316742
321	0.04475173787
322	0.04456444599
323	0.04434930916
324	0.04420377669
325	0.04403151375
326	0.04393137027
327	0.04378958617
328	0.04361579208
329	0.04350404891
330	0.04333473857
331	0.04323886526
332	0.04311865845
333	0.04299371064
334	0.04288862288
335	0.04276589397
336	0.04255197659
337	0.04244515875
338	0.04231843179
339	0.04223182284
340	0.04212527598
341	0.04195979427
342	0.04182718304
343	0.04171198041
344	0.0416262222
345	0.04150002434
346	0.04139412732
347	0.04126806183
348	0.04116762713
349	0.04109458596
350	0.04094250046
351	0.04081992334
352	0.04069397761
353	0.04054529462
354	0.04039215058
355	0.04024363425
356	0.04015575643
357	0.03998523308
358	0.03986250946
359	0.03974862083
360	0.03968487844
361	0.03955254663
362	0.03947618968
363	0.03933299123
364	0.03919062321
365	0.03905619242
366	0.03895989148
367	0.03884022883
368	0.03875312941
369	0.03864087834
370	0.03854874501
371	0.03838109253
372	0.03829329819
373	0.03822194425
374	0.03809963261
375	0.03798086236
376	0.03785500589
377	0.03777114227
378	0.03767908097
379	0.03755817151
380	0.03747139254
381	0.0373958614
382	0.03730100255
383	0.03720769848
384	0.03707004725
385	0.03696703762
386	0.03684643698
387	0.03678045683
388	0.03662245307
389	0.03652553826
390	0.03643560087
391	0.03633506252
392	0.0362140053
393	0.03613273074
394	0.03606258643
395	0.03594064534
396	0.03586398904
397	0.03567937325
398	0.03565763245
399	0.03557582194
400	0.03550600513
401	0.03538838883
402	0.03526434095
403	0.03520847226
404	0.03504399155
405	0.03496991641
406	0.03488642302
407	0.03479491875
408	0.03471562477
409	0.03462133418
410	0.03457208251
411	0.03453167446
412	0.03446948977
413	0.03440951749
414	0.0343428813
415	0.03423943496
416	0.03420333949
417	0.03411629483
418	0.03401202374
419	0.03390350876
420	0.03383888485
421	0.03376327442
422	0.03365332696
423	0.03359125922
424	0.03352749671
425	0.03346361449
426	0.03337375889
427	0.03331587124
428	0.03317548596
429	0.03312908377
430	0.03306683959
431	0.03300087111
432	0.0328988771
433	0.03273261345
434	0.03261668199
435	0.0325671553
436	0.03245029973
437	0.03238694346
438	0.0323331994
439	0.03225195812
440	0.03216118162
441	0.03205431956
442	0.03192691448
443	0.03186236958
444	0.0318121617
445	0.03174773214
446	0.03167203718
447	0.0315962566
448	0.03148749126
449	0.03142267843
450	0.03136979407
451	0.03131516677
452	0.03125546738
453	0.03119247688
454	0.03107962199
455	0.03095301136
456	0.03090490371
457	0.03080377077
458	0.03077416947
459	0.03064207558
460	0.03054161358
461	0.03044169712
462	0.03037096672
463	0.03027967903
464	0.03016653391
465	0.03007455975
466	0.03002559151
467	0.02994395906
468	0.02987074778
469	0.02979845492
470	0.0297231774
471	0.02965645511
472	0.02960475761
473	0.02951744641
474	0.02945250485
475	0.02936700427
476	0.02928706347
477	0.02923776259
478	0.02914164017
479	0.02908182824
480	0.0290125184
481	0.02897710037
482	0.02884574
483	0.02878655547
484	0.02872090771
485	0.02865601067
486	0.02857688459
487	0.02852073105
488	0.0284722077
489	0.02839950197
490	0.02830926521
491	0.02822107352
492	0.0281581155
493	0.0281028839
494	0.02803240657
495	0.02795799794
496	0.0279096566
497	0.02785544878
498	0.02782362649
499	0.02777203837
500	0.02773625982
501	0.02767730838
502	0.02762085752
503	0.02753662069
504	0.02747937289
505	0.02740435713
506	0.02734505743
507	0.02727357715
508	0.0272229465
509	0.02718774657
510	0.0271180271
511	0.02705737243
512	0.02697346147
513	0.02690706453
514	0.02685875392
515	0.02677586189
516	0.02669078074
517	0.02663965816
518	0.02658969015
519	0.02654814588
520	0.02648498167
521	0.02644191625
522	0.02638709885
523	0.02632673014
524	0.02629903495
525	0.02627298283
526	0.02619756916
527	0.02614299414
528	0.02606706117
529	0.02598201725
530	0.02593486769
531	0.02581305487
532	0.02573733806
533	0.02563087354
534	0.02558006075
535	0.02553484593
536	0.02542678721
537	0.02539075124
538	0.02533950311
539	0.02529999261
540	0.02522885952
541	0.02516786841
542	0.02511452353
543	0.0250298737
544	0.02496723417
545	0.02491997464
546	0.02486588578
547	0.02477647687
548	0.02472885169
549	0.02465906434
550	0.02463071793
551	0.02454425751
552	0.02449233464
553	0.02444251372
554	0.02434397522
555	0.02429646526
556	0.02423769647
557	0.0242048839
558	0.0241576283
559	0.02409836485
560	0.02407282562
561	0.0239934365
562	0.02394496029
563	0.02388148464
564	0.02383506724
565	0.02378381808
566	0.02372130814
567	0.02367596929
568	0.0236135153
569	0.02355511596
570	0.02352917423
571	0.02347917544
572	0.02343972725
573	0.0233824111
574	0.02335104106
575	0.02329097792
576	0.02324564433
577	0.02320787566
578	0.023153312
579	0.02311132185
580	0.02305501745
581	0.02299955049
582	0.02295931464
583	0.02290981069
584	0.02285160243
585	0.02277801041
586	0.02273246516
587	0.02268204001
588	0.0226213808
589	0.02256818806
590	0.02253003214
591	0.02248286981
592	0.02241980838
593	0.02237394939
594	0.02230265771
595	0.02226978338
596	0.02221678309
597	0.02217881278
598	0.02214416274
599	0.02208160766
600	0.02205441111
601	0.02199601566
602	0.02195942413
603	0.02190017873
604	0.02186622557
605	0.02181136614
606	0.02178548029
607	0.02174445616
608	0.02171847473
609	0.02168646294
610	0.02163827082
611	0.0215692737
612	0.02153170734
613	0.0214882808
614	0.02146449507
615	0.02143884117
616	0.02140182071
617	0.02136199597
618	0.02133861042
619	0.02131145509
620	0.02127202442
621	0.02123529756
622	0.02117747677
623	0.02116377243
624	0.02111381265
625	0.02105907038
626	0.02100984684
627	0.02096165062
628	0.02092176796
629	0.02089434403
630	0.02084577942
631	0.02080656498
632	0.02072245309
633	0.02068738845
634	0.02063501411
635	0.02059684213
636	0.02056324807
637	0.02051027178
638	0.02047829191
639	0.02042840475
640	0.02036789241
641	0.02033507884
642	0.02026941954
643	0.02021946988
644	0.02017603277
645	0.02013741941
646	0.02011833205
647	0.0200870306
648	0.02005373909
649	0.02001343696
650	0.01998723129
651	0.01996323779
652	0.01993857138
653	0.01990919754
654	0.01986134346
655	0.01983169414
656	0.01978512367
657	0.01975408348
658	0.01969774412
659	0.01967234066
660	0.01963492897
661	0.01959527071
662	0.01955022597
663	0.01950758981
664	0.01948563298
665	0.01945781872
666	0.01941336755
667	0.01937139247
668	0.01933426251
669	0.01928399944
670	0.01925086196
671	0.01921502444
672	0.01918988474
673	0.01915424029
674	0.01911744889
675	0.01906221918
676	0.01901538877
677	0.01897420097
678	0.01893153837
679	0.01890242645
680	0.01885777396
681	0.0188376528
682	0.01879123772
683	0.01874658797
684	0.01871687751
685	0.0186742065
686	0.01865400941
687	0.01860936839
688	0.01856805612
689	0.01853931634
690	0.01852908254
691	0.01848804204
692	0.01844347309
693	0.0184016711
694	0.01836157127
695	0.01833538286
696	0.01829166625
697	0.01825030299
698	0.01820963827
699	0.01817891976
700	0.01815314277
701	0.01812618209
702	0.01809924664
703	0.01807282053
704	0.01804814277
705	0.01801598368
706	0.0179822251
707	0.01795997119
708	0.01792223941
709	0.01788487074
710	0.01784714838
711	0.01782231013
712	0.01779313858
713	0.0177580261
714	0.01772198382
715	0.01768770032
716	0.01765106044
717	0.01763617251
718	0.01760536196
719	0.01757110159
720	0.01753612168
721	0.01749990086
722	0.01746986541
723	0.01742824362
724	0.01739796921
725	0.01737175045
726	0.01732919646
727	0.01728633728
728	0.01725294087
729	0.0172184231
730	0.01718017499
731	0.01715258204
732	0.01712190685
733	0.01708594271
734	0.01705298707
735	0.01700629877
736	0.01698146045
737	0.01694740323
738	0.01692004173
739	0.01689436313
740	0.01686084986
741	0.01684089685
742	0.01679371017
743	0.01675736916
744	0.01672758333
745	0.01668929356
746	0.0166498566
747	0.01662054223
748	0.01659592585
749	0.01656970272
750	0.01654723
751	0.01652437164
752	0.01648858138
753	0.01645555581
754	0.01642972063
755	0.01639963926
756	0.01636888766
757	0.01634446732
758	0.01630426704
759	0.016278175
760	0.01624464015
761	0.01622919482
762	0.01619490021
763	0.01616906428
764	0.0161517292
765	0.01612499092
766	0.01609755347
767	0.01606351019
768	0.01602311855
769	0.01600684492
770	0.01598010074
771	0.0159454784
772	0.0158981411
773	0.01587103434
774	0.01585012398
775	0.01582131783
776	0.01578908052
777	0.01576001163
778	0.01573715128
779	0.01571177494
780	0.01566290279
781	0.01564493502
782	0.0156059983
783	0.01557878447
784	0.01554750197
785	0.01552366027
786	0.01550464202
787	0.0154802637
788	0.01544694259
789	0.01541831351
790	0.01539858937
791	0.0153653286
792	0.01532317662
793	0.01528594863
794	0.01525826028
795	0.0152235309
796	0.01519595796
797	0.01516888662
798	0.01513620464
799	0.01509938435
800	0.015072608
801	0.01504712071
802	0.0150281418
803	0.01499422746
804	0.01497029187
805	0.01494861578
806	0.01491731666
807	0.01489870931
808	0.01486837752
809	0.01483336586
810	0.01480632477
811	0.01478969368
812	0.01475454535
813	0.0147413748
814	0.01471796132
815	0.01470050214
816	0.01467391976
817	0.01463407689
818	0.01461543895
819	0.0145797904
820	0.01455241478
821	0.01450833391
822	0.01446728075
823	0.01444644587
824	0.01442010073
825	0.01438060693
826	0.01435844886
827	0.01433326993
828	0.01429948383
829	0.01425968786
830	0.0142379682
831	0.01421236926
832	0.01419163107
833	0.0141589952
834	0.01412606658
835	0.01410672911
836	0.01408978249
837	0.0140659046
838	0.01404770432
839	0.01402456556
840	0.01400557081
841	0.0139789941
842	0.01395603314
843	0.01392157666
844	0.01390186458
845	0.01387465598
846	0.01385579353
847	0.01382675805
848	0.01381086267
849	0.01379389236
850	0.01377887783
851	0.01375946515
852	0.01373574828
853	0.01371249972
854	0.01369234035
855	0.01366422559
856	0.01364222654
857	0.01361903598
858	0.01357799408
859	0.01356575089
860	0.01354604633
861	0.01353080371
862	0.01350529041
863	0.01348510219
864	0.01346184968
865	0.01343900803
866	0.013417053
867	0.01338563464
868	0.01336716932
869	0.01333399328
870	0.01331919515
871	0.01329515796
872	0.01327311484
873	0.01325601885
874	0.01323000277
875	0.01320751819
876	0.01318865195
877	0.01316124674
878	0.01314653575
879	0.01312222284
880	0.01310186733
881	0.01308006845
882	0.01306599069
883	0.01304146285
884	0.01302735642
885	0.01300582347
886	0.01298593146
887	0.01296447993
888	0.01295395641
889	0.01292753177
890	0.01290892461
891	0.01288451138
892	0.01287070352
893	0.01284621308
894	0.01282580091
895	0.01279449764
896	0.0127757873
897	0.01275880953
898	0.01274798632
899	0.01272285559
900	0.01270309077
901	0.01267321011
902	0.01266242412
903	0.01263617637
904	0.01261259298
905	0.01259141625
906	0.0125721845
907	0.01256015567
908	0.01253469733
909	0.01251704465
910	0.01249261504
911	0.01246763195
912	0.01245070725
913	0.01242093855
914	0.01240538861
915	0.01238101221
916	0.01235544774
917	0.01233119983
918	0.01231311018
919	0.01228323184
920	0.01226164619
921	0.01224575056
922	0.01222763191
923	0.01221215109
924	0.01218925049
925	0.01217134987
926	0.01215135995
927	0.01211838847
928	0.01208280966
929	0.01205742274
930	0.01203654717
931	0.01201910163
932	0.0119937008
933	0.01197730983
934	0.01195600074
935	0.0119392554
936	0.01192296105
937	0.01189526345
938	0.01187976784
939	0.01186859312
940	0.01184820625
941	0.01182946386
942	0.01180702775
943	0.01178483537
944	0.01176899211
945	0.01175279652
946	0.01173426154
947	0.01171764144
948	0.01170175645
949	0.01167434548
950	0.01165612905
951	0.01163828061
952	0.01162108254
953	0.01160757398
954	0.01159837018
955	0.01157831609
956	0.01156092951
957	0.01153106416
958	0.01151580401
959	0.01149419511
960	0.01148154453
961	0.01146219521
962	0.01144625121
963	0.01143071359
964	0.01141457379
965	0.01138877765
966	0.01136035345
967	0.01134488994
968	0.01133295776
969	0.0113120598
970	0.01128539158
971	0.01127046084
972	0.01124410299
973	0.01122498734
974	0.01120820506
975	0.01119528077
976	0.01118043952
977	0.0111686669
978	0.01115243583
979	0.01111917767
980	0.0111009352
981	0.01108889411
982	0.01107556966
983	0.01105846869
984	0.01104920815
985	0.01103046765
986	0.01101592335
987	0.01099968507
988	0.01097673027
989	0.01095514868
990	0.0109438023
991	0.01092737054
992	0.01090612769
993	0.01089625769
994	0.01087112465
995	0.01085007936
996	0.01083432273
997	0.01081529197
998	0.01080069473
999	0.01078019037
